node_id,node_type,lat,lng,first_open_year,serves_route,is_merged,merged_with,country,city,pop_2026,pop_bracket
RELAY_2028_18,RELAY_HUB,55.7089,21.1431,2028,CAND_PL_lodz__METRO_FI_tampere; CAND_PL_lodz__METRO_FI_turku,True,METRO_LT_klaipeda,,,,
RELAY_2028_19,RELAY_HUB,55.6759,12.5655,2028,CAND_PL_lodz__METRO_NO_bergen,True,METRO_DK_copenhagen,,,,
RELAY_2028_20,RELAY_HUB,58.2159710421048,23.6004899094014,2028,CAND_PL_lodz__NONMETRO_FI,False,,,,,
RELAY_2028_21,RELAY_HUB,58.3405174439045,16.23019260680805,2028,CAND_PL_lodz__NONMETRO_NO,False,,,,,
RELAY_2028_22,RELAY_HUB,57.01798327096845,17.1892695536118,2028,CAND_PL_lodz__NONMETRO_SE,False,,,,,
RELAY_2029_0,RELAY_HUB,55.34879074054887,15.962485281986499,2029,CAND_DE_koeln__METRO_EE_tallinn; CAND_DE_koeln__METRO_FI_helsinki; CAND_DE_koeln__METRO_FI_espoo; CAND_DE_koeln__METRO_FI_vantaa; CAND_DE_koeln__NONMETRO_EE,False,,,,,
RELAY_2029_1,RELAY_HUB,55.91675,15.0293,2029,CAND_DE_koeln__METRO_FI_tampere; CAND_DE_koeln__METRO_FI_turku; CAND_PL_lodz__METRO_NO_oslo,False,,,,,
RELAY_2029_2,RELAY_HUB,53.893529269950974,16.00846264376515,2029,CAND_DE_koeln__METRO_LV_riga; CAND_DE_koeln__NONMETRO_LV,False,,,,,
RELAY_2029_3,RELAY_HUB,52.93737219379003,15.61432342798385,2029,CAND_DE_koeln__METRO_LT_vilnius; CAND_DE_koeln__METRO_LT_kaunas; CAND_DE_koeln__NONMETRO_LT,False,,,,,
RELAY_2029_4,RELAY_HUB,53.4289,14.553,2029,CAND_DE_koeln__METRO_LT_klaipeda,True,METRO_PL_szczecin,,,,
RELAY_2029_5,RELAY_HUB,55.423,8.84805,2029,CAND_DE_koeln__METRO_NO_oslo,False,,,,,
RELAY_2029_6,RELAY_HUB,55.66315,6.137075,2029,CAND_DE_koeln__METRO_NO_bergen,False,,,,,
RELAY_2029_7,RELAY_HUB,51.0509,13.7383,2029,CAND_DE_koeln__METRO_PL_warsaw; CAND_DE_koeln__METRO_PL_lublin; CAND_DE_koeln__METRO_PL_radom; CAND_DE_koeln__METRO_PL_mokotow; CAND_DE_koeln__METRO_PL_kielce; CAND_DE_koeln__METRO_PL_praga_poludnie,True,METRO_DE_dresden,,,,
RELAY_2029_8,RELAY_HUB,50.8357,12.9292,2029,CAND_DE_koeln__METRO_PL_krakow; CAND_PL_lodz__METRO_DE_freiburg; CAND_PL_lodz__METRO_DE_saarbruecken; CAND_PL_lodz__METRO_LU_luxembourg; CAND_PL_lodz__NONMETRO_LU,True,METRO_DE_chemnitz,,,,
RELAY_2029_9,RELAY_HUB,52.0333,15.05715,2029,CAND_DE_koeln__METRO_PL_bialystok,False,,,,,
RELAY_2029_10,RELAY_HUB,52.4772,13.4313,2029,CAND_DE_koeln__METRO_PL_olsztyn,True,METRO_DE_neukoelln,,,,
RELAY_2029_11,RELAY_HUB,55.6759,12.5655,2029,CAND_DE_koeln__METRO_SE_stockholm,True,METRO_DK_copenhagen,,,,
RELAY_2029_12,RELAY_HUB,52.15535961561705,0.09324050641520835,2029,CAND_DE_koeln__METRO_IE_dublin; CAND_DE_koeln__METRO_IE_dun_laoghaire; CAND_DE_koeln__NONMETRO_IE,False,,,,,
RELAY_2029_13,RELAY_HUB,51.41565,-0.7603050000000002,2029,CAND_DE_koeln__METRO_IE_cork,False,,,,,
RELAY_2029_14,RELAY_HUB,46.218746428571436,10.598759999999999,2029,CAND_DE_koeln__METRO_IT_naples; CAND_DE_koeln__METRO_IT_latina; CAND_DE_koeln__METRO_IT_caserta; CAND_DE_koeln__METRO_IT_salerno; CAND_DE_koeln__METRO_IT_nola; CAND_DE_koeln__METRO_ES_latina; CAND_PL_lodz__METRO_ES_barcelona; CAND_PL_lodz__METRO_ES_palma; CAND_PL_lodz__METRO_ES_eixample; CAND_PL_lodz__METRO_ES_lhospitalet_de_llobregat; CAND_PL_lodz__METRO_ES_sant_marti; CAND_PL_lodz__METRO_ES_sants_montjuic; CAND_PL_lodz__METRO_ES_castello_de_la_plana; CAND_PL_lodz__METRO_ES_horta_guinardo,False,,,,,
RELAY_2029_15,RELAY_HUB,44.7994,10.3262,2029,CAND_DE_koeln__METRO_IT_palermo; CAND_DE_koeln__METRO_IT_catania; CAND_PL_lodz__METRO_ES_alicante; CAND_PL_lodz__METRO_ES_cartagena,True,METRO_IT_parma,,,,
RELAY_2029_16,RELAY_HUB,45.6667,12.2416,2029,CAND_DE_koeln__METRO_IT_bari; CAND_DE_koeln__METRO_IT_taranto; CAND_DE_koeln__METRO_IT_barletta,True,METRO_IT_treviso,,,,
RELAY_2029_17,RELAY_HUB,45.0705,7.68682,2029,CAND_DE_koeln__METRO_IT_cagliari; CAND_PL_lodz__METRO_ES_cordoba; CAND_PL_lodz__METRO_ES_granada; CAND_PL_lodz__METRO_ES_albacete; CAND_ES_madrid__METRO_PL_krakow; CAND_ES_madrid__METRO_PL_katowice; CAND_ES_madrid__METRO_PL_czestochowa; CAND_ES_madrid__METRO_PL_sosnowiec; CAND_ES_madrid__METRO_PL_kielce; CAND_ES_madrid__METRO_PL_gliwice; CAND_ES_madrid__METRO_PL_zabrze; CAND_ES_madrid__METRO_PL_bytom; CAND_ES_madrid__METRO_PL_bielsko_biala,True,METRO_IT_turin,,,,
RELAY_2029_18,RELAY_HUB,46.680667621190956,10.474692983154466,2029,CAND_DE_koeln__METRO_IT_pescara; CAND_DE_koeln__NONMETRO_IT; CAND_PL_lodz__METRO_ES_badalona; CAND_PL_lodz__METRO_ES_terrassa; CAND_PL_lodz__METRO_ES_sabadell; CAND_PL_lodz__METRO_ES_nou_barris; CAND_ES_madrid__METRO_PL_bialystok,False,,,,,
RELAY_2029_19,RELAY_HUB,44.4938,11.3387,2029,CAND_DE_koeln__METRO_IT_messina; CAND_DE_koeln__METRO_IT_reggio_calabria,True,METRO_IT_bologna,,,,
RELAY_2029_20,RELAY_HUB,44.8404,-0.5805,2029,CAND_DE_koeln__METRO_PT_lisbon; CAND_DE_koeln__METRO_PT_amadora; CAND_DE_koeln__NONMETRO_PT; CAND_ES_madrid__METRO_FR_paris; CAND_ES_madrid__METRO_FR_rouen; CAND_ES_madrid__METRO_FR_le_havre; CAND_ES_madrid__METRO_FR_cergy_pontoise,True,METRO_FR_bordeaux,,,,
RELAY_2029_21,RELAY_HUB,45.87148,-0.513273,2029,CAND_DE_koeln__METRO_PT_porto; CAND_DE_koeln__METRO_ES_vigo; CAND_ES_madrid__METRO_BE_gent; CAND_ES_madrid__METRO_FR_lille; CAND_ES_madrid__METRO_FR_bethune,False,,,,,
RELAY_2029_22,RELAY_HUB,45.7485,4.84671,2029,CAND_DE_koeln__METRO_ES_barcelona; CAND_DE_koeln__METRO_ES_eixample; CAND_DE_koeln__METRO_ES_lhospitalet_de_llobregat; CAND_DE_koeln__METRO_ES_sant_marti; CAND_DE_koeln__METRO_ES_badalona; CAND_DE_koeln__METRO_ES_terrassa; CAND_DE_koeln__METRO_ES_sabadell; CAND_DE_koeln__METRO_ES_sants_montjuic; CAND_DE_koeln__METRO_ES_horta_guinardo; CAND_DE_koeln__METRO_ES_nou_barris; CAND_PL_lodz__METRO_PT_porto; CAND_ES_madrid__METRO_DE_berlin; CAND_ES_madrid__METRO_DE_leipzig; CAND_ES_madrid__METRO_DE_dresden; CAND_ES_madrid__METRO_DE_chemnitz; CAND_ES_madrid__METRO_DE_halle_saale; CAND_ES_madrid__METRO_DE_magdeburg; CAND_ES_madrid__METRO_DE_neue_neustadt; CAND_ES_madrid__METRO_DE_neukoelln,True,METRO_FR_lyon,,,,
RELAY_2029_23,RELAY_HUB,45.170264705525376,2.9459852800015462,2029,CAND_DE_koeln__METRO_ES_valencia; CAND_DE_koeln__METRO_ES_alicante; CAND_DE_koeln__METRO_ES_elche; CAND_DE_koeln__METRO_ES_castello_de_la_plana; CAND_DE_koeln__METRO_ES_albacete; CAND_ES_madrid__METRO_DE_frankfurt_am_main; CAND_ES_madrid__METRO_DE_stuttgart; CAND_ES_madrid__METRO_DE_nuernberg; CAND_ES_madrid__METRO_DE_mannheim; CAND_ES_madrid__METRO_DE_wiesbaden; CAND_ES_madrid__METRO_DE_erfurt; CAND_ES_madrid__METRO_DE_kassel; CAND_ES_madrid__METRO_DE_mainz; CAND_ES_madrid__NONMETRO_DE,False,,,,,
RELAY_2029_24,RELAY_HUB,46.74070333333332,2.9651089999999996,2029,CAND_DE_koeln__METRO_ES_zaragoza; CAND_DE_koeln__METRO_ES_pamplona; CAND_ES_madrid__METRO_DE_hamburg; CAND_ES_madrid__METRO_DE_bremen; CAND_ES_madrid__METRO_DE_hannover; CAND_ES_madrid__METRO_DE_wandsbek; CAND_ES_madrid__METRO_DE_bielefeld; CAND_ES_madrid__METRO_DE_marienthal; CAND_ES_madrid__METRO_DE_hamburg_nord; CAND_ES_madrid__METRO_DE_eimsbuettel; CAND_ES_madrid__METRO_DE_altona; CAND_ES_madrid__METRO_DE_braunschweig; CAND_ES_madrid__METRO_DE_hamburg_mitte; CAND_ES_madrid__METRO_DE_harburg; CAND_ES_madrid__METRO_DE_osnabrueck,False,,,,,
RELAY_2029_25,RELAY_HUB,44.20807,0.6828450000000001,2029,CAND_DE_koeln__METRO_ES_sevilla; CAND_DE_koeln__METRO_ES_malaga; CAND_DE_koeln__METRO_ES_cordoba; CAND_DE_koeln__METRO_ES_jerez_de_la_frontera; CAND_ES_madrid__METRO_FR_reims,False,,,,,
RELAY_2029_26,RELAY_HUB,44.347757142857134,2.6229728571428574,2029,CAND_DE_koeln__METRO_ES_murcia; CAND_DE_koeln__METRO_ES_cartagena; CAND_ES_madrid__METRO_DE_karlsruhe; CAND_ES_madrid__METRO_DE_augsburg; CAND_ES_madrid__METRO_DE_freiburg; CAND_ES_madrid__METRO_FR_strasbourg; CAND_ES_madrid__METRO_CH_zurich,False,,,,,
RELAY_2029_27,RELAY_HUB,45.1716,5.72239,2029,CAND_DE_koeln__METRO_ES_palma; CAND_PL_lodz__METRO_PT_lisbon; CAND_PL_lodz__METRO_PT_amadora; CAND_PL_lodz__NONMETRO_PT,True,METRO_FR_grenoble,,,,
RELAY_2029_28,RELAY_HUB,39.608625,-4.442,2029,CAND_DE_koeln__METRO_ES_las_palmas_de_gran_canaria; CAND_DE_koeln__METRO_ES_santa_cruz_de_tenerife,False,,,,,
RELAY_2029_29,RELAY_HUB,46.96112500000001,1.8779066666666664,2029,CAND_DE_koeln__METRO_ES_bilbao; CAND_DE_koeln__METRO_ES_gasteiz_/_vitoria; CAND_DE_koeln__METRO_ES_san_sebastian; CAND_DE_koeln__METRO_ES_santander; CAND_DE_koeln__METRO_ES_burgos; CAND_ES_madrid__METRO_NL_groningen,False,,,,,
RELAY_2029_30,RELAY_HUB,45.985032313275774,1.2878450216686408,2029,CAND_DE_koeln__METRO_ES_valladolid; CAND_DE_koeln__METRO_ES_ciudad_lineal; CAND_DE_koeln__METRO_ES_fuencarral_el_pardo; CAND_ES_madrid__METRO_BE_antwerp; CAND_ES_madrid__METRO_DE_duesseldorf; CAND_ES_madrid__METRO_DE_dortmund; CAND_ES_madrid__METRO_DE_essen; CAND_ES_madrid__METRO_DE_duisburg; CAND_ES_madrid__METRO_DE_bochum; CAND_ES_madrid__METRO_DE_bochum_hordel; CAND_ES_madrid__METRO_DE_wuppertal; CAND_ES_madrid__METRO_DE_muenster; CAND_ES_madrid__METRO_DE_gelsenkirchen; CAND_ES_madrid__METRO_DE_aachen; CAND_ES_madrid__METRO_DE_moenchengladbach; CAND_ES_madrid__METRO_DE_krefeld; CAND_ES_madrid__METRO_DE_oberhausen; CAND_ES_madrid__METRO_DE_hagen; CAND_ES_madrid__METRO_DE_hamm; CAND_ES_madrid__METRO_DE_herne; CAND_ES_madrid__METRO_DE_muelheim; CAND_ES_madrid__METRO_DE_solingen; CAND_ES_madrid__METRO_NL_amsterdam; CAND_ES_madrid__METRO_NL_rotterdam; CAND_ES_madrid__METRO_NL_the_hague; CAND_ES_madrid__METRO_NL_utrecht; CAND_ES_madrid__METRO_NL_eindhoven; CAND_ES_madrid__METRO_NL_tilburg; CAND_ES_madrid__METRO_NL_almere_stad; CAND_ES_madrid__METRO_NL_breda; CAND_ES_madrid__NONMETRO_NL,False,,,,,
RELAY_2029_31,RELAY_HUB,47.3948,0.70398,2029,CAND_DE_koeln__METRO_ES_gijon; CAND_DE_koeln__METRO_ES_oviedo,True,METRO_FR_tours,,,,
RELAY_2029_32,RELAY_HUB,45.54416350550438,1.5293656235449757,2029,CAND_DE_koeln__METRO_ES_carabanchel; CAND_DE_koeln__METRO_ES_puente_de_vallecas; CAND_DE_koeln__METRO_ES_mostoles; CAND_DE_koeln__METRO_ES_alcala_de_henares; CAND_DE_koeln__METRO_ES_fuenlabrada; CAND_DE_koeln__METRO_ES_leganes; CAND_DE_koeln__METRO_ES_alcorcon; CAND_DE_koeln__METRO_ES_getafe; CAND_DE_koeln__NONMETRO_ES; CAND_ES_madrid__METRO_BE_liege; CAND_ES_madrid__METRO_DE_bonn; CAND_ES_madrid__METRO_LU_luxembourg; CAND_ES_madrid__NONMETRO_LU,False,,,,,
RELAY_2029_33,RELAY_HUB,47.4738,-0.54774,2029,CAND_DE_koeln__METRO_ES_a_coruna,True,METRO_FR_angers,,,,
RELAY_2029_34,RELAY_HUB,43.6043,1.44367,2029,CAND_DE_koeln__METRO_ES_granada; CAND_DE_koeln__METRO_ES_almeria; CAND_ES_madrid__METRO_CH_basel; CAND_ES_madrid__METRO_CH_lausanne; CAND_ES_madrid__METRO_CH_bern; CAND_ES_madrid__NONMETRO_CH,True,METRO_FR_toulouse,,,,
RELAY_2029_35,RELAY_HUB,57.7973210421048,17.3385399094014,2029,CAND_DE_koeln__NONMETRO_FI,False,,,,,
RELAY_2029_36,RELAY_HUB,57.9218674439045,9.968242606808051,2029,CAND_DE_koeln__NONMETRO_NO,False,,,,,
RELAY_2029_37,RELAY_HUB,56.1567,10.2108,2029,CAND_DE_koeln__NONMETRO_SE,True,METRO_DK_arhus,,,,
RELAY_2029_38,RELAY_HUB,51.4816,11.9795,2029,CAND_PL_lodz__METRO_BE_brussels; CAND_PL_lodz__METRO_BE_antwerp; CAND_PL_lodz__METRO_BE_liege; CAND_PL_lodz__METRO_BE_gent; CAND_PL_lodz__METRO_BE_charleroi; CAND_PL_lodz__METRO_DE_aachen; CAND_PL_lodz__METRO_NL_rotterdam; CAND_PL_lodz__METRO_NL_the_hague; CAND_PL_lodz__METRO_NL_utrecht; CAND_PL_lodz__METRO_NL_eindhoven; CAND_PL_lodz__METRO_NL_tilburg; CAND_PL_lodz__METRO_NL_breda; CAND_PL_lodz__METRO_FR_lille; CAND_PL_lodz__METRO_FR_bethune; CAND_PL_lodz__METRO_FR_valenciennes; CAND_PL_lodz__NONMETRO_BE; CAND_PL_lodz__NONMETRO_NL,True,METRO_DE_halle_saale,,,,
RELAY_2029_39,RELAY_HUB,52.15,11.6333,2029,CAND_PL_lodz__METRO_NL_amsterdam; CAND_PL_lodz__METRO_NL_almere_stad; CAND_ES_madrid__NONMETRO_FI,True,METRO_DE_neue_neustadt,,,,
RELAY_2029_40,RELAY_HUB,55.7089,21.1431,2029,CAND_PL_lodz__METRO_FI_helsinki; CAND_PL_lodz__METRO_FI_espoo; CAND_PL_lodz__METRO_FI_vantaa,True,METRO_LT_klaipeda,,,,
RELAY_2029_41,RELAY_HUB,55.7089,21.1431,2029,CAND_PL_lodz__METRO_FI_tampere; CAND_PL_lodz__METRO_FI_turku,True,METRO_LT_klaipeda,,,,
RELAY_2029_42,RELAY_HUB,55.6759,12.5655,2029,CAND_PL_lodz__METRO_NO_bergen,True,METRO_DK_copenhagen,,,,
RELAY_2029_43,RELAY_HUB,50.9787,11.0328,2029,CAND_PL_lodz__METRO_FR_paris; CAND_PL_lodz__METRO_FR_rouen; CAND_PL_lodz__METRO_FR_reims; CAND_PL_lodz__METRO_FR_cergy_pontoise; CAND_ES_madrid__METRO_EE_tallinn; CAND_ES_madrid__METRO_FI_helsinki; CAND_ES_madrid__METRO_FI_espoo; CAND_ES_madrid__METRO_FI_vantaa,True,METRO_DE_erfurt,,,,
RELAY_2029_44,RELAY_HUB,48.758601423316996,12.286041714588384,2029,CAND_PL_lodz__METRO_FR_lyon; CAND_PL_lodz__METRO_FR_grenoble; CAND_PL_lodz__METRO_FR_saint_etienne; CAND_PL_lodz__METRO_CH_geneva; CAND_PL_lodz__METRO_CH_lausanne; CAND_ES_madrid__NONMETRO_LV,False,,,,,
RELAY_2029_45,RELAY_HUB,47.653670000000005,12.463116,2029,CAND_PL_lodz__METRO_FR_marseille; CAND_PL_lodz__METRO_FR_nice; CAND_PL_lodz__METRO_FR_toulon; CAND_PL_lodz__METRO_FR_montpellier; CAND_PL_lodz__METRO_FR_avignon,False,,,,,
RELAY_2029_46,RELAY_HUB,47.681091645342526,10.330728820987886,2029,CAND_PL_lodz__METRO_FR_toulouse; CAND_ES_madrid__METRO_LT_vilnius; CAND_ES_madrid__METRO_LT_kaunas; CAND_ES_madrid__NONMETRO_LT,False,,,,,
RELAY_2029_47,RELAY_HUB,48.7823,9.17702,2029,CAND_PL_lodz__METRO_FR_bordeaux; CAND_ES_madrid__METRO_LV_riga; CAND_ES_madrid__METRO_LT_klaipeda,True,METRO_DE_stuttgart,,,,
RELAY_2029_48,RELAY_HUB,49.4891,8.46694,2029,CAND_PL_lodz__METRO_FR_nantes; CAND_PL_lodz__METRO_FR_rennes; CAND_PL_lodz__METRO_FR_angers,True,METRO_DE_mannheim,,,,
RELAY_2029_49,RELAY_HUB,49.4542,11.0775,2029,CAND_PL_lodz__METRO_FR_tours; CAND_PL_lodz__NONMETRO_FR; CAND_ES_madrid__NONMETRO_EE,True,METRO_DE_nuernberg,,,,
RELAY_2029_50,RELAY_HUB,51.3167,9.5,2029,CAND_PL_lodz__METRO_FR_le_havre; CAND_ES_madrid__METRO_FI_tampere; CAND_ES_madrid__METRO_FI_turku,True,METRO_DE_kassel,,,,
RELAY_2029_51,RELAY_HUB,53.2192,6.56667,2029,CAND_PL_lodz__METRO_IE_dublin; CAND_PL_lodz__METRO_IE_dun_laoghaire; CAND_PL_lodz__NONMETRO_IE,True,METRO_NL_groningen,,,,
RELAY_2029_52,RELAY_HUB,51.4408,5.47778,2029,CAND_PL_lodz__METRO_IE_cork; CAND_ES_madrid__NONMETRO_SE,True,METRO_NL_eindhoven,,,,
RELAY_2029_53,RELAY_HUB,48.3064,14.2861,2029,CAND_PL_lodz__METRO_IT_milan; CAND_PL_lodz__METRO_IT_turin; CAND_PL_lodz__METRO_IT_bergamo; CAND_PL_lodz__METRO_IT_genoa; CAND_PL_lodz__METRO_IT_busto_arsizio; CAND_PL_lodz__METRO_IT_verona; CAND_PL_lodz__METRO_IT_seregno; CAND_PL_lodz__METRO_IT_brescia; CAND_PL_lodz__METRO_IT_como; CAND_PL_lodz__METRO_IT_modena; CAND_PL_lodz__METRO_IT_parma; CAND_PL_lodz__METRO_IT_lecco; CAND_PL_lodz__NONMETRO_CH,True,METRO_AT_linz,,,,
RELAY_2029_54,RELAY_HUB,46.42350833333334,16.714491666666664,2029,CAND_PL_lodz__METRO_IT_naples; CAND_PL_lodz__METRO_IT_latina; CAND_PL_lodz__METRO_IT_caserta; CAND_PL_lodz__METRO_IT_salerno; CAND_PL_lodz__METRO_IT_nola; CAND_PL_lodz__METRO_ES_latina,False,,,,,
RELAY_2029_55,RELAY_HUB,44.79135,16.83845,2029,CAND_PL_lodz__METRO_IT_palermo; CAND_PL_lodz__METRO_IT_catania,False,,,,,
RELAY_2029_56,RELAY_HUB,47.9109,15.350616666666667,2029,CAND_PL_lodz__METRO_IT_bologna; CAND_PL_lodz__METRO_IT_florence; CAND_PL_lodz__METRO_IT_prato,False,,,,,
RELAY_2029_57,RELAY_HUB,46.367,18.134316666666667,2029,CAND_PL_lodz__METRO_IT_bari; CAND_PL_lodz__METRO_IT_taranto; CAND_PL_lodz__METRO_IT_barletta,False,,,,,
RELAY_2029_58,RELAY_HUB,45.6495,13.7768,2029,CAND_PL_lodz__METRO_IT_cagliari,True,METRO_IT_trieste,,,,
RELAY_2029_59,RELAY_HUB,47.0667,15.45,2029,CAND_PL_lodz__METRO_IT_pescara; CAND_PL_lodz__NONMETRO_IT,True,METRO_AT_graz,,,,
RELAY_2029_60,RELAY_HUB,44.9614,17.540425,2029,CAND_PL_lodz__METRO_IT_messina; CAND_PL_lodz__METRO_IT_reggio_calabria,False,,,,,
RELAY_2029_61,RELAY_HUB,45.65,9.20548,2029,CAND_PL_lodz__METRO_ES_valencia; CAND_PL_lodz__METRO_ES_elche; CAND_ES_madrid__METRO_PL_lublin; CAND_ES_madrid__METRO_PL_radom,True,METRO_IT_seregno,,,,
RELAY_2029_62,RELAY_HUB,46.59311,8.845165000000001,2029,CAND_PL_lodz__METRO_ES_zaragoza; CAND_PL_lodz__METRO_ES_pamplona; CAND_ES_madrid__METRO_PL_warsaw; CAND_ES_madrid__METRO_PL_mokotow; CAND_ES_madrid__METRO_PL_praga_poludnie,False,,,,,
RELAY_2029_63,RELAY_HUB,44.329483333333336,6.666570833333334,2029,CAND_PL_lodz__METRO_ES_sevilla; CAND_PL_lodz__METRO_ES_malaga; CAND_PL_lodz__METRO_ES_jerez_de_la_frontera; CAND_ES_madrid__METRO_AT_vienna; CAND_ES_madrid__METRO_AT_favoriten; CAND_ES_madrid__METRO_AT_donaustadt,False,,,,,
RELAY_2029_64,RELAY_HUB,44.4048,8.94439,2029,CAND_PL_lodz__METRO_ES_murcia,True,METRO_IT_genoa,,,,
RELAY_2029_65,RELAY_HUB,39.5694,2.65024,2029,CAND_PL_lodz__METRO_ES_las_palmas_de_gran_canaria; CAND_PL_lodz__METRO_ES_santa_cruz_de_tenerife; CAND_ES_madrid__METRO_IT_cagliari,True,METRO_ES_palma,,,,
RELAY_2029_66,RELAY_HUB,47.3667,8.55,2029,CAND_PL_lodz__METRO_ES_bilbao; CAND_PL_lodz__METRO_ES_gasteiz_/_vitoria; CAND_PL_lodz__METRO_ES_san_sebastian; CAND_PL_lodz__METRO_ES_santander; CAND_PL_lodz__METRO_ES_burgos; CAND_ES_madrid__METRO_PL_gdansk; CAND_ES_madrid__METRO_PL_gdynia; CAND_ES_madrid__METRO_PL_olsztyn,True,METRO_CH_zurich,,,,
RELAY_2029_67,RELAY_HUB,47.16511666666667,5.4466,2029,CAND_PL_lodz__METRO_ES_vigo; CAND_PL_lodz__METRO_ES_a_coruna; CAND_ES_madrid__METRO_PL_szczecin,False,,,,,
RELAY_2029_68,RELAY_HUB,46.9481,7.44744,2029,CAND_PL_lodz__METRO_ES_valladolid; CAND_PL_lodz__METRO_ES_ciudad_lineal; CAND_PL_lodz__METRO_ES_fuencarral_el_pardo; CAND_ES_madrid__METRO_PL_poznan; CAND_ES_madrid__METRO_PL_bydgoszcz; CAND_ES_madrid__METRO_PL_torun; CAND_ES_madrid__NONMETRO_PL,True,METRO_CH_bern,,,,
RELAY_2029_69,RELAY_HUB,47.5584,7.57327,2029,CAND_PL_lodz__METRO_ES_gijon; CAND_PL_lodz__METRO_ES_oviedo,True,METRO_CH_basel,,,,
