year,lane_id,lane_type,truck_class,road_km,drive_time_hr,relay_flag,annual_flow,truckloads,transport_cost_eur,co2_kg
2030,CAND_DE_koeln__RELAY_2030_78,DC_RELAY,L,413.28,4.959,True,657.5471669235328,110.0,52279.92,28185.7
2030,CAND_DE_koeln__RELAY_2030_79,DC_RELAY,L,433.07,5.197,True,171.1133472572402,29.0,14442.88,7786.6
2030,CAND_DE_koeln__RELAY_2030_80,DC_RELAY,L,444.62,5.335,True,202.47053526970953,34.0,17384.64,9372.6
2030,CAND_DE_koeln__RELAY_2030_81,DC_RELAY,L,377.99,4.536,True,2526.2945597747475,422.0,183438.55,98897.3
2030,CAND_DE_koeln__RELAY_2030_101,DC_RELAY,L,402.53,4.83,True,5122.705833513628,854.0,395324.71,213131.6
2030,CAND_DE_koeln__RELAY_2030_103,DC_RELAY,L,249.48,2.994,True,291.524643040247,49.0,14058.2,7579.2
2030,CAND_DE_koeln__RELAY_2030_105,DC_RELAY,L,529.38,6.353,True,292.13605803200943,49.0,29830.56,16082.6
2030,CAND_DE_koeln__RELAY_2030_107,DC_RELAY,L,279.83,3.358,True,80.35521676597102,14.0,4505.26,2428.9
2030,CAND_DE_koeln__RELAY_2030_137,DC_RELAY,L,647.11,7.765,True,245.00320175468482,41.0,30511.24,16449.5
2030,CAND_DE_koeln__RELAY_2030_145,DC_RELAY,L,182.99,2.196,True,2642.325145627802,441.0,92803.38,50033.1
2030,CAND_DE_koeln__RELAY_2030_162,DC_RELAY,L,336.65,4.04,True,302.1999984436823,51.0,19744.52,10644.9
2030,CAND_PL_lodz__RELAY_2030_1,DC_RELAY,L,545.25,6.543,True,328.97625718451246,55.0,34487.06,18593.0
2030,CAND_PL_lodz__RELAY_2030_2,DC_RELAY,L,331.47,3.978,True,4574.2022517935975,763.0,290848.35,156805.2
2030,CAND_PL_lodz__RELAY_2030_4,DC_RELAY,L,379.95,4.559,True,334.718959992615,56.0,24468.78,13191.9
2030,CAND_PL_lodz__RELAY_2030_7,DC_RELAY,L,405.65,4.868,True,348.3961765497229,59.0,27523.35,14838.7
2030,CAND_PL_lodz__RELAY_2030_10,DC_RELAY,L,419.8,5.038,True,2170.2579506066995,362.0,174762.74,94219.9
2030,CAND_PL_lodz__RELAY_2030_35,DC_RELAY,L,598.36,7.18,True,98.19954561232154,17.0,11697.94,6306.7
2030,CAND_PL_lodz__RELAY_2030_42,DC_RELAY,L,534.2,6.41,True,87.08261592036061,15.0,9214.95,4968.1
2030,CAND_PL_lodz__RELAY_2030_44,DC_RELAY,L,458.13,5.498,True,2529.028010843351,422.0,222330.49,119865.1
2030,CAND_PL_lodz__RELAY_2030_45,DC_RELAY,L,350.83,4.21,True,1104.8528807189375,185.0,74639.08,40240.2
2030,CAND_PL_lodz__RELAY_2030_48,DC_RELAY,L,436.88,5.243,True,110.04580994152047,19.0,9545.83,5146.4
2030,CAND_PL_lodz__RELAY_2030_50,DC_RELAY,L,683.9,8.207,True,936.1985698852773,157.0,123478.14,66570.8
2030,CAND_PL_lodz__RELAY_2030_57,DC_RELAY,L,451.43,5.417,True,1768.513376016129,295.0,153147.63,82566.5
2030,CAND_PL_lodz__RELAY_2030_84,DC_RELAY,L,554.26,6.651,True,2922.4831982421874,488.0,311050.71,167696.9
2030,CAND_PL_lodz__RELAY_2030_85,DC_RELAY,L,561.96,6.744,True,904.9750818551424,151.0,97584.35,52610.7
2030,CAND_PL_lodz__RELAY_2030_88,DC_RELAY,L,635.61,7.627,True,186.4717305407072,32.0,23390.45,12610.5
2030,CAND_PL_lodz__RELAY_2030_89,DC_RELAY,L,471.89,5.663,True,164.92589423174368,28.0,15194.86,8192.0
2030,CAND_PL_lodz__RELAY_2030_92,DC_RELAY,L,763.15,9.158,True,3342.3902588438436,558.0,489713.36,264019.4
2030,CAND_PL_lodz__RELAY_2030_93,DC_RELAY,L,941.19,11.294,True,188.48588792903527,32.0,34635.79,18673.2
2030,CAND_PL_lodz__RELAY_2030_141,DC_RELAY,L,111.01,1.332,True,1137.5721805555556,190.0,24255.68,13077.0
2030,CAND_PL_lodz__RELAY_2030_142,DC_RELAY,L,184.87,2.218,True,342.5611160220995,58.0,12330.83,6647.9
2030,CAND_PL_lodz__RELAY_2030_143,DC_RELAY,L,218.7,2.624,True,1995.207937564544,333.0,83751.16,45152.8
2030,CAND_PL_lodz__RELAY_2030_144,DC_RELAY,L,389.16,4.67,True,38.32106811531841,7.0,3132.74,1689.0
2030,CAND_PL_lodz__RELAY_2030_163,DC_RELAY,L,233.72,2.805,True,199.67974790322583,34.0,9138.45,4926.8
2030,CAND_ES_madrid__RELAY_2030_20,DC_RELAY,L,554.17,6.65,True,462.78382553662686,78.0,49709.05,26799.7
2030,CAND_ES_madrid__RELAY_2030_28,DC_RELAY,L,109.71,1.316,True,410.49406147802165,69.0,8705.49,4693.4
2030,CAND_ES_madrid__RELAY_2030_97,DC_RELAY,L,719.52,8.634,True,221.66956349233388,37.0,30615.58,16505.8
2030,CAND_ES_madrid__RELAY_2030_110,DC_RELAY,L,496.66,5.96,True,180.79891794770214,31.0,17705.93,9545.8
2030,CAND_ES_madrid__RELAY_2030_111,DC_RELAY,L,553.37,6.64,True,491.95087336456555,82.0,52182.79,28133.3
2030,CAND_ES_madrid__RELAY_2030_149,DC_RELAY,L,549.2,6.59,True,217.64188233380605,37.0,23368.46,12598.6
2030,CAND_ES_madrid__RELAY_2030_166,DC_RELAY,L,498.84,5.986,True,3098.9568918404375,517.0,296585.32,159898.2
2030,CAND_IT_rome__RELAY_2030_14,DC_RELAY,L,445.17,5.342,True,232.9417863590646,39.0,19965.87,10764.2
2030,CAND_IT_rome__RELAY_2030_15,DC_RELAY,L,368.4,4.421,True,740.8985451596681,124.0,52533.84,28322.6
2030,CAND_IT_rome__RELAY_2030_16,DC_RELAY,L,420.3,5.044,True,181.63302284385213,31.0,14983.7,8078.2
2030,CAND_IT_rome__RELAY_2030_17,DC_RELAY,L,525.6,6.307,True,846.5945980010057,142.0,85830.48,46273.8
2030,CAND_IT_rome__RELAY_2030_40,DC_RELAY,L,517.09,6.205,True,168.2288598130841,29.0,17244.95,9297.3
2030,CAND_IT_rome__RELAY_2030_51,DC_RELAY,L,367.84,4.414,True,708.4394156775701,119.0,50338.9,27139.2
2030,CAND_IT_rome__RELAY_2030_73,DC_RELAY,L,494.95,5.939,True,532.5849652879053,89.0,50658.13,27311.3
2030,CAND_IT_rome__RELAY_2030_76,DC_RELAY,L,402.18,4.826,True,312.98345744279607,53.0,24512.87,13215.6
2030,CAND_IT_rome__RELAY_2030_93,DC_RELAY,L,809.41,9.713,True,131.89360426716138,22.0,20478.07,11040.4
2030,CAND_IT_rome__RELAY_2030_108,DC_RELAY,L,604.0,7.248,True,740.8430148296422,124.0,86130.4,46435.5
2030,CAND_IT_rome__RELAY_2030_109,DC_RELAY,L,667.26,8.007,True,218.75285870954002,37.0,28391.91,15306.9
2030,CAND_IT_rome__RELAY_2030_126,DC_RELAY,L,535.92,6.431,True,771.243331562107,129.0,79503.73,42862.9
2030,CAND_IT_rome__RELAY_2030_127,DC_RELAY,L,411.87,4.942,True,223.70620892632633,38.0,17998.72,9703.7
2030,CAND_IT_rome__RELAY_2030_130,DC_RELAY,L,376.87,4.522,True,429.72783799829637,72.0,31204.84,16823.5
2030,CAND_IT_rome__RELAY_2030_132,DC_RELAY,L,233.84,2.806,True,1793.7543724918278,299.0,80405.88,43349.3
2030,CAND_IT_rome__RELAY_2030_134,DC_RELAY,L,114.46,1.373,True,789.1287828639677,132.0,17375.03,9367.4
2030,CAND_IT_rome__RELAY_2030_140,DC_RELAY,L,429.99,5.16,True,533.5895990702791,89.0,44009.48,23726.8
2030,CAND_IT_rome__RELAY_2030_148,DC_RELAY,L,464.74,5.577,True,267.3646050894378,45.0,24050.3,12966.2
2030,CAND_IT_rome__RELAY_2030_155,DC_RELAY,L,618.26,7.419,True,1301.5239281771799,217.0,154286.78,83180.7
2030,CAND_IT_rome__RELAY_2030_156,DC_RELAY,L,955.63,11.468,True,801.3674721706865,134.0,147262.58,79393.7
2030,CAND_IT_rome__RELAY_2030_164,DC_RELAY,L,642.05,7.705,True,1191.8143392973097,199.0,146933.14,79216.1
2030,RELAY_2030_1__METRO_SE_gothenburg,RELAY_HUB,M,272.68,3.272,False,328.97625718451246,55.0,11248.05,6148.9
2030,RELAY_2030_2__METRO_DK_copenhagen,RELAY_HUB,M,296.61,3.559,False,788.5667987152034,132.0,29364.39,16052.5
2030,RELAY_2030_2__METRO_SE_malmo,RELAY_HUB,M,271.09,3.253,False,3785.6354530783938,631.0,128293.34,70133.7
2030,RELAY_2030_4__METRO_DE_rostock,RELAY_HUB,M,174.73,2.097,False,111.54452171854388,19.0,2489.9,1361.1
2030,RELAY_2030_4__METRO_PL_szczecin,RELAY_HUB,M,0.0,0.0,False,223.17443827407112,38.0,0.0,0.0
2030,RELAY_2030_7__METRO_DE_dresden,RELAY_HUB,M,0.0,0.0,False,348.3961765497229,59.0,0.0,0.0
2030,RELAY_2030_8__METRO_DE_chemnitz,RELAY_HUB,M,0.0,0.0,False,140.80210118570292,24.0,0.0,0.0
2030,RELAY_2030_10__METRO_DE_berlin,RELAY_HUB,M,5.43,0.065,False,2078.8280147718274,347.0,1413.16,772.5
2030,RELAY_2030_10__METRO_DE_neukoelln,RELAY_HUB,M,0.0,0.0,False,91.42993583487204,16.0,0.0,0.0
2030,RELAY_2030_14__METRO_IT_brescia,RELAY_HUB,M,0.0,0.0,False,232.9417863590646,39.0,0.0,0.0
2030,RELAY_2030_15__METRO_IT_bergamo,RELAY_HUB,M,112.25,1.347,False,435.09831460900176,73.0,6145.69,3359.6
